peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
Dashboarding-focused products,Sales experience,15,Domo,Customer experience,7.348139253,9.383228133,4,,2,
Dashboarding-focused products,Sales experience,15,Dundas,Customer experience,7.348139253,8.874661858,5,,2,
Dashboarding-focused products,Sales experience,15,Entrinsik,Customer experience,7.348139253,9.967538323,1,,2,
Dashboarding-focused products,Sales experience,15,Longview Analytics,Customer experience,7.348139253,4.841544389,17,,2,
Dashboarding-focused products,Sales experience,15,MS Power BI,Customer experience,7.348139253,6.551684564,11,,2,
Dashboarding-focused products,Sales experience,15,Pyramid Analytics,Customer experience,7.348139253,9.707844905,2,,2,
Dashboarding-focused products,Sales experience,15,QlikView,Customer experience,7.348139253,6.304494329,14,,2,
Dashboarding-focused products,Sales experience,15,SAP BO Design St.,Customer experience,7.348139253,4.838593327,18,,2,
Dashboarding-focused products,Sales experience,15,Sisense,Customer experience,7.348139253,8.590034108,6,,2,
Dashboarding-focused products,Sales experience,15,Tableau,Customer experience,7.348139253,6.250676285,15,,2,
Dashboarding-focused products,Sales experience,15,TARGIT,Customer experience,7.348139253,8.11852119,8,,2,
Dashboarding-focused products,Sales experience,15,TIBCO Spotfire,Customer experience,7.348139253,4.010820559,19,,2,
Dashboarding-focused products,Sales experience,15,Zoho Reports,Customer experience,7.348139253,6.359056401,12,,2,
Dashboarding-focused products,Data volume,16,BOARD,Customer experience,3.398475884,1.215776565,16,,2,
Dashboarding-focused products,Data volume,16,Chartio,Customer experience,3.398475884,2.309782414,9,,2,
Dashboarding-focused products,Data volume,16,Cubeware,Customer experience,3.398475884,1.966564893,12,,2,
Dashboarding-focused products,Data volume,16,CXO-Cockpit,Customer experience,3.398475884,1.463536714,15,,2,
Dashboarding-focused products,Data volume,16,DigDash,Customer experience,3.398475884,1.148205616,17,,2,
Dashboarding-focused products,Data volume,16,Dimensional Insight,Customer experience,3.398475884,4.369087542,5,,2,
Dashboarding-focused products,Data volume,16,Domo,Customer experience,3.398475884,8.198108013,3,,2,
Dashboarding-focused products,Data volume,16,Dundas,Customer experience,3.398475884,1.550413649,14,,2,
Dashboarding-focused products,Data volume,16,Entrinsik,Customer experience,3.398475884,1.639221182,13,,2,
Dashboarding-focused products,Data volume,16,Longview Analytics,Customer experience,3.398475884,6.058361279,4,,2,
Dashboarding-focused products,Data volume,16,MS Power BI,Customer experience,3.398475884,1.113396339,18,,2,
Dashboarding-focused products,Data volume,16,Pyramid Analytics,Customer experience,3.398475884,4.068772211,6,,2,
Dashboarding-focused products,Data volume,16,QlikView,Customer experience,3.398475884,2.731003918,8,,2,
Dashboarding-focused products,Data volume,16,SAP BO Design St.,Customer experience,3.398475884,9.099054007,1,,2,
Dashboarding-focused products,Data volume,16,Sisense,Customer experience,3.398475884,2.052369273,11,,2,
Dashboarding-focused products,Data volume,16,Tableau,Customer experience,3.398475884,2.116722559,10,,2,
Dashboarding-focused products,Data volume,16,TARGIT,Customer experience,3.398475884,3.596848119,7,,2,
Dashboarding-focused products,Data volume,16,TIBCO Spotfire,Customer experience,3.398475884,8.873817508,2,,2,
Dashboarding-focused products,Data volume,16,Zoho Reports,Customer experience,3.398475884,1,19,,2,
Dashboarding-focused products,Query performance,17,BOARD,Customer experience,5.411835284,4.810351068,12,,2,
Dashboarding-focused products,Query performance,17,Chartio,Customer experience,5.411835284,2.027099746,18,,2,
Dashboarding-focused products,Query performance,17,Cubeware,Customer experience,5.411835284,5.533608703,9,,2,
Dashboarding-focused products,Query performance,17,CXO-Cockpit,Customer experience,5.411835284,5.67514576,8,,2,
Dashboarding-focused products,Query performance,17,DigDash,Customer experience,5.411835284,5.040440314,11,,2,
Dashboarding-focused products,Query performance,17,Dimensional Insight,Customer experience,5.411835284,6.336775559,6,,2,
Dashboarding-focused products,Query performance,17,Domo,Customer experience,5.411835284,7.757858231,3,,2,
Dashboarding-focused products,Query performance,17,Dundas,Customer experience,5.411835284,4.716078391,13,,2,
Dashboarding-focused products,Query performance,17,Entrinsik,Customer experience,5.411835284,1.168240259,19,,2,
Dashboarding-focused products,Query performance,17,Longview Analytics,Customer experience,5.411835284,9.844500097,2,,2,
Dashboarding-focused products,Query performance,17,MS Power BI,Customer experience,5.411835284,5.174438649,10,,2,
Dashboarding-focused products,Query performance,17,Pyramid Analytics,Customer experience,5.411835284,10,1,,2,
Dashboarding-focused products,Query performance,17,QlikView,Customer experience,5.411835284,6.581727218,4,,2,
Dashboarding-focused products,Query performance,17,SAP BO Design St.,Customer experience,5.411835284,4.160823586,15,,2,
Dashboarding-focused products,Query performance,17,Sisense,Customer experience,5.411835284,3.621679797,17,,2,
Dashboarding-focused products,Query performance,17,Tableau,Customer experience,5.411835284,3.744305624,16,,2,
Dashboarding-focused products,Query performance,17,TARGIT,Customer experience,5.411835284,6.429125755,5,,2,
Dashboarding-focused products,Query performance,17,TIBCO Spotfire,Customer experience,5.411835284,5.769411277,7,,2,
Dashboarding-focused products,Query performance,17,Zoho Reports,Customer experience,5.411835284,4.433260359,14,,2,
Dashboarding-focused products,Performance satisfaction,18,BOARD,Customer experience,7.945891149,5.819845179,17,,2,
Dashboarding-focused products,Performance satisfaction,18,Chartio,Customer experience,7.945891149,5.470643057,18,,2,
Dashboarding-focused products,Performance satisfaction,18,Cubeware,Customer experience,7.945891149,4.639498433,19,,2,
Dashboarding-focused products,Performance satisfaction,18,CXO-Cockpit,Customer experience,7.945891149,6.996662959,13,,2,
Dashboarding-focused products,Performance satisfaction,18,DigDash,Customer experience,7.945891149,8.75862069,9,,2,
Dashboarding-focused products,Performance satisfaction,18,Dimensional Insight,Customer experience,7.945891149,7.98695247,11,,2,
Dashboarding-focused products,Performance satisfaction,18,Domo,Customer experience,7.945891149,9.379310345,5,,2,
Dashboarding-focused products,Performance satisfaction,18,Dundas,Customer experience,7.945891149,10,1,,2,
Dashboarding-focused products,Performance satisfaction,18,Entrinsik,Customer experience,7.945891149,7.931034483,12,,2,
Dashboarding-focused products,Performance satisfaction,18,Longview Analytics,Customer experience,7.945891149,8.785607196,8,,2,
Dashboarding-focused products,Performance satisfaction,18,MS Power BI,Customer experience,7.945891149,9.457649816,3,,2,
Dashboarding-focused products,Performance satisfaction,18,Pyramid Analytics,Customer experience,7.945891149,9.452332657,4,,2,
Dashboarding-focused products,Performance satisfaction,18,QlikView,Customer experience,7.945891149,8.503694581,10,,2,
Dashboarding-focused products,Performance satisfaction,18,SAP BO Design St.,Customer experience,7.945891149,6.05015674,16,,2,
Dashboarding-focused products,Performance satisfaction,18,Sisense,Customer experience,7.945891149,6.379310345,15,,2,
Dashboarding-focused products,Performance satisfaction,18,Tableau,Customer experience,7.945891149,6.942871848,14,,2,
Dashboarding-focused products,Performance satisfaction,18,TARGIT,Customer experience,7.945891149,9.133921411,7,,2,
Dashboarding-focused products,Performance satisfaction,18,TIBCO Spotfire,Customer experience,7.945891149,9.283819629,6,,2,
Dashboarding-focused products,Performance satisfaction,18,Zoho Reports,Customer experience,7.945891149,10,1,,2,1
Dashboarding-focused products,Innovation,19,BOARD,Innovation,5.495001156,3.961658054,18,,1,
Dashboarding-focused products,Innovation,19,Chartio,Innovation,5.495001156,6.693288593,3,,1,
Dashboarding-focused products,Innovation,19,Cubeware,Innovation,5.495001156,3.437831186,19,,1,
Dashboarding-focused products,Innovation,19,CXO-Cockpit,Innovation,5.495001156,4.962958205,14,,1,
Dashboarding-focused products,Innovation,19,DigDash,Innovation,5.495001156,5.091627447,11,,1,
Dashboarding-focused products,Innovation,19,Dimensional Insight,Innovation,5.495001156,4.338950135,17,,1,
Dashboarding-focused products,Innovation,19,Domo,Innovation,5.495001156,7.488877401,1,,1,
Dashboarding-focused products,Innovation,19,Dundas,Innovation,5.495001156,5.591264914,10,,1,
Dashboarding-focused products,Innovation,19,Entrinsik,Innovation,5.495001156,5.01854876,12,,1,
Dashboarding-focused products,Innovation,19,Longview Analytics,Innovation,5.495001156,4.960575261,15,,1,
Dashboarding-focused products,Innovation,19,MS Power BI,Innovation,5.495001156,6.677082506,4,,1,
Dashboarding-focused products,Innovation,19,Pyramid Analytics,Innovation,5.495001156,7.185156795,2,,1,
Dashboarding-focused products,Innovation,19,QlikView,Innovation,5.495001156,5.921365445,7,,1,
Dashboarding-focused products,Innovation,19,SAP BO Design St.,Innovation,5.495001156,4.90349194,16,,1,
Dashboarding-focused products,Innovation,19,Sisense,Innovation,5.495001156,6.022835306,5,,1,
Dashboarding-focused products,Innovation,19,Tableau,Innovation,5.495001156,5.626535455,8,,1,
Dashboarding-focused products,Innovation,19,TARGIT,Innovation,5.495001156,5.96420931,6,,1,
Dashboarding-focused products,Innovation,19,TIBCO Spotfire,Innovation,5.495001156,5.594339056,9,,1,
Dashboarding-focused products,Innovation,19,Zoho Reports,Innovation,5.495001156,4.964426202,13,,1,
Dashboarding-focused products,Cloud BI,20,BOARD,Innovation,4.688107845,2.559843035,16,,2,
Dashboarding-focused products,Cloud BI,20,Chartio,Innovation,4.688107845,9.378417266,2,,2,
Dashboarding-focused products,Cloud BI,20,Cubeware,Innovation,4.688107845,1,19,,2,
Dashboarding-focused products,Cloud BI,20,CXO-Cockpit,Innovation,4.688107845,3.162589928,13,,2,
Dashboarding-focused products,Cloud BI,20,DigDash,Innovation,4.688107845,4.992805755,7,,2,
Dashboarding-focused products,Cloud BI,20,Dimensional Insight,Innovation,4.688107845,3.349733117,10,,2,
Dashboarding-focused products,Cloud BI,20,Domo,Innovation,4.688107845,10,1,,2,
Dashboarding-focused products,Cloud BI,20,Dundas,Innovation,4.688107845,3.187704382,12,,2,
Dashboarding-focused products,Cloud BI,20,Entrinsik,Innovation,4.688107845,2.312003029,18,,2,
Dashboarding-focused products,Cloud BI,20,Longview Analytics,Innovation,4.688107845,2.517985612,17,,2,
Dashboarding-focused products,Cloud BI,20,MS Power BI,Innovation,4.688107845,9.182127982,3,,2,
Dashboarding-focused products,Cloud BI,20,Pyramid Analytics,Innovation,4.688107845,3.044193217,14,,2,
Dashboarding-focused products,Cloud BI,20,QlikView,Innovation,4.688107845,3.4051588,9,,2,
Dashboarding-focused products,Cloud BI,20,SAP BO Design St.,Innovation,4.688107845,3.26618705,11,,2,
Dashboarding-focused products,Cloud BI,20,Sisense,Innovation,4.688107845,7.188078109,5,,2,
Dashboarding-focused products,Cloud BI,20,Tableau,Innovation,4.688107845,3.768710405,8,,2,
Dashboarding-focused products,Cloud BI,20,TARGIT,Innovation,4.688107845,2.857251041,15,,2,
Dashboarding-focused products,Cloud BI,20,TIBCO Spotfire,Innovation,4.688107845,5.385219097,6,,2,
Dashboarding-focused products,Cloud BI,20,Zoho Reports,Innovation,4.688107845,8.516041221,4,,2,
Dashboarding-focused products,Mobile BI,21,BOARD,Innovation,5.245710438,2.58002736,18,,2,
Dashboarding-focused products,Mobile BI,21,Chartio,Innovation,5.245710438,5.964221825,6,,2,
Dashboarding-focused products,Mobile BI,21,Cubeware,Innovation,5.245710438,2.952447067,17,,2,
Dashboarding-focused products,Mobile BI,21,CXO-Cockpit,Innovation,5.245710438,10,1,,2,
Dashboarding-focused products,Mobile BI,21,DigDash,Innovation,5.245710438,4.139534884,12,,2,
Dashboarding-focused products,Mobile BI,21,Dimensional Insight,Innovation,5.245710438,3.919216646,14,,2,
Dashboarding-focused products,Mobile BI,21,Domo,Innovation,5.245710438,9.497674419,2,,2,
Dashboarding-focused products,Mobile BI,21,Dundas,Innovation,5.245710438,3.302325581,16,,2,
Dashboarding-focused products,Mobile BI,21,Entrinsik,Innovation,5.245710438,1.974338412,19,,2,
Dashboarding-focused products,Mobile BI,21,Longview Analytics,Innovation,5.245710438,4.941118258,9,,2,
Dashboarding-focused products,Mobile BI,21,MS Power BI,Innovation,5.245710438,8.70962236,3,,2,
Dashboarding-focused products,Mobile BI,21,Pyramid Analytics,Innovation,5.245710438,5.534883721,8,,2,
Dashboarding-focused products,Mobile BI,21,QlikView,Innovation,5.245710438,5.629483642,7,,2,
Dashboarding-focused products,Mobile BI,21,SAP BO Design St.,Innovation,5.245710438,7.340629275,4,,2,
Dashboarding-focused products,Mobile BI,21,Sisense,Innovation,5.245710438,4.359853121,11,,2,
Dashboarding-focused products,Mobile BI,21,Tableau,Innovation,5.245710438,4.418604651,10,,2,
Dashboarding-focused products,Mobile BI,21,TARGIT,Innovation,5.245710438,6.803382664,5,,2,
Dashboarding-focused products,Mobile BI,21,TIBCO Spotfire,Innovation,5.245710438,3.972093023,13,,2,
Dashboarding-focused products,Mobile BI,21,Zoho Reports,Innovation,5.245710438,3.629041407,15,,2,
Dashboarding-focused products,Operational BI,22,BOARD,Innovation,6.221507667,5.656662665,12,,2,
Dashboarding-focused products,Operational BI,22,Chartio,Innovation,6.221507667,9.092436975,3,,2,
Dashboarding-focused products,Operational BI,22,Cubeware,Innovation,6.221507667,2.739495798,18,,2,
Dashboarding-focused products,Operational BI,22,CXO-Cockpit,Innovation,6.221507667,2.113590264,19,,2,
Dashboarding-focused products,Operational BI,22,DigDash,Innovation,6.221507667,6.823529412,7,,2,
Dashboarding-focused products,Operational BI,22,Dimensional Insight,Innovation,6.221507667,5.323529412,13,,2,
Dashboarding-focused products,Operational BI,22,Domo,Innovation,6.221507667,10,1,,2,
Dashboarding-focused products,Operational BI,22,Dundas,Innovation,6.221507667,7.731092437,5,,2,
Dashboarding-focused products,Operational BI,22,Entrinsik,Innovation,6.221507667,9.841176471,2,,2,
Dashboarding-focused products,Operational BI,22,Longview Analytics,Innovation,6.221507667,7.176470588,6,,2,
Dashboarding-focused products,Operational BI,22,MS Power BI,Innovation,6.221507667,4.559114735,16,,2,
Dashboarding-focused products,Operational BI,22,Pyramid Analytics,Innovation,6.221507667,6.369747899,10,,2,
Dashboarding-focused products,Operational BI,22,QlikView,Innovation,6.221507667,6.426470588,9,,2,
Dashboarding-focused products,Operational BI,22,SAP BO Design St.,Innovation,6.221507667,4.674740484,15,,2,
Dashboarding-focused products,Operational BI,22,Sisense,Innovation,6.221507667,6.647058824,8,,2,
Dashboarding-focused products,Operational BI,22,Tableau,Innovation,6.221507667,3.87394958,17,,2,
Dashboarding-focused products,Operational BI,22,TARGIT,Innovation,6.221507667,6.142857143,11,,2,
Dashboarding-focused products,Operational BI,22,TIBCO Spotfire,Innovation,6.221507667,8.066496164,4,,2,
